78895,30,$26633
78895,30,$26633
78895,30,$26633
78895,30,$26633
51550,30,7554
88048,30,$0
87791,30,$3787
10444,30,$8861
46217,0,$19170
24077,30,$4439
78895,30,$26633
78895,30,$26633
48125,30,13145
43188,30,$13045
46185,30,$0
78895,30,$26633
78895,30,$26633
78895,30,$26633
78895,30,$26633
43028,75,$14183
78895,30,$26633
23678,75,9471
78895,30,$26633
78895,30,$26633
28660,75,$7820
78895,30,$26633
45051,30,$0
78895,30,$26633
78895,30,$26633
81898,0,5009
78895,30,$26633
78895,30,$26633
4414,30,$11033
12831,75,$0
78895,30,$26633
63660,30,$17602
90024,30,$10990
33857,30,$18795
78895,30,$26633
78895,30,$26633
85342,0,$0
78895,30,$26633
78895,30,$26633
23104,30,3035
78895,30,$26633
78895,30,$26633
87298,0,17500
23988,30,$19299
78895,30,$26633
4549,30,8194
80949,0,$522
78895,30,$26633
78895,30,$26633
25339,30,$3173
78895,30,$26633
78895,30,$26633
78895,30,$26633
78895,30,$26633
78895,30,$26633
78895,30,$26633
27808,30,14185
78895,30,$26633
80223,30,17841
43638,30,$17282
80413,30,2776
78895,30,$26633
20160,30,$20980
78895,30,$26633
9119,30,11274
53102,30,$0
78895,30,$26633
10756,30,17499
68034,30,7842
77542,30,13659
78895,30,$26633
78895,30,$26633
25126,75,$14759
78895,30,$26633
15392,0,998
40920,30,$29691
61532,75,$11407
78895,30,$26633
78895,30,$26633
81502,30,$3213
65721,0,$7716
52690,75,$8801
78895,30,$26633
78895,30,$26633
78895,30,$26633
30282,30,13626
36360,30,$5583
53693,30,0
78895,30,$26633
78895,30,$26633
41107,30,$8432
78895,30,$26633
78895,30,$26633
78895,30,$26633
41011,30,2435
78895,30,$26633
25241,30,$1112
78895,30,$26633
78895,30,$26633
78895,30,$26633
13010,30,$6781
78895,30,$26633
12082,30,11691
57054,30,$0
78895,30,$26633
31648,30,$12180
78895,30,$26633
49325,30,$27686
1348,0,$13307
15343,30,2939
2180,30,7075
78895,30,$26633
88613,30,13430
78895,30,$26633
79576,30,$11520
78895,30,$26633
77008,0,6794
78895,30,$26633
36852,30,$9118
78895,30,$26633
78895,30,$26633
78084,30,5825
78895,30,$26633
50894,30,$0
78895,30,$26633
78895,30,$26633
78895,30,$26633
5739,0,17017
78895,30,$26633
28615,0,$21923
78895,30,$26633
79554,30,$5539
38352,30,0
18721,30,25531
78895,30,$26633
2771,99,$24794
78895,30,$26633
46887,75,$3479
56482,30,$0
30404,75,0
20451,30,0
11837,30,$2825
78895,30,$26633
78895,30,$26633
78895,30,$26633
26258,0,0
44361,75,$11309
8901,99,18332
78895,30,$26633
78895,30,$26633
78895,30,$26633
38475,30,35493
67113,99,$13430
23459,30,8300
78895,30,$26633
78895,30,$26633
30199,75,0
78895,30,$26633
83220,30,7864
79400,0,$26560
82505,30,$8322
78895,30,$26633
89999,30,607
78895,30,$26633
20710,30,0
78895,30,$26633
24826,0,14977
60201,30,10633
78895,30,$26633
78895,30,$26633
68478,30,10753
16537,30,2885
78895,30,$26633
78895,30,$26633
35567,30,$9419
36096,30,$0
47048,30,21220
78895,30,$26633
78895,30,$26633
66075,0,3405
39824,75,$0
78895,30,$26633
6486,30,$22526
78895,30,$26633
50202,0,$11525
78895,30,$26633
85672,30,11771
51977,0,0
78895,30,$26633
78895,30,$26633
4476,30,8066
78895,30,$26633
32312,75,9857
89673,99,$7398
13249,75,$5707
78895,30,$26633
63852,30,$2935
78895,30,$26633
11674,30,$13170
78895,30,$26633
78895,30,$26633
78895,30,$26633
78895,30,$26633
23137,0,6304
24703,30,$15269
78895,30,$26633
48443,30,$11790
11651,75,$12136
78895,30,$26633
78895,30,$26633
8083,30,$0
78895,30,$26633
11123,30,14702
78895,30,$26633
78895,30,$26633
78895,30,$26633
78895,30,$26633
78895,30,$26633
