$45,000
$45,000
$12,611
$45,000
$6,750
$3,555
$8,373
$17,142
$45,000
$8,059
$45,000
$26,307
$45,000
$26,023
$45,000
$45,000
36,755
$45,000
$45,000
$45,000
$45,000
12,639
$45,000
$45,000
$17,857
$8,616
$45,000
$45,000
$45,000
$112
$45,000
$45,000
$45,000
$45,000
$45,000
$45,000
12,730
$45,000
$45,000
$24,199
26,758
$45,000
$45,000
$45,000
0
0
$45,000
$45,000
$45,000
$45,000
$45,000
$45,000
$11,282
$45,000
12,376
$45,000
$23,174
12,782
$0
$21,257
$45,000
$45,000
$19,185
0
19,837
4,845
$10,990
$27,007
229
10,089
8,148
$45,000
$45,000
$20,792
0
22,997
$45,000
911
$8,547
$45,000
$45,000
3,994
7,877
$45,000
11,208
$45,000
0
$45,000
20,044
$8,148
$16,650
$5,962
$45,000
1,526
19,651
$45,000
$45,000
39,289
$6,449
12,455
$45,000
$10,273
$45,000
$12,507
$45,000
10,505
$10,948
$11,364
$45,000
$18,754
$45,000
$45,000
$45,000
$19,665
$18,915
$8,602
$45,000
$26,777
$0
$45,000
$45,000
$45,000
$45,000
$45,000
19,531
$45,000
$45,000
22,667
$22,136
$16,689
7,291
22,159
$45,000
$45,000
20,841
21,361
$5,221
$45,000
$45,000
$45,000
$45,000
$45,000
$45,000
13,053
4,544
$21,411
11,613
$24,653
$45,000
$45,000
$45,000
23,820
27,222
$45,000
$45,000
$45,000
$14,358
$15,912
$45,000
0
$16,555
$11,826
$45,000
18,506
17,702
$45,000
$45,000
$45,000
$4,368
13,322
$45,000
$18,395
$13,203
$7,326
$18,303
$45,000
$45,000
$14,961
$45,000
$45,000
10,981
$45,000
$45,000
$1,308
5,046
$45,000
$22,807
11,630
8,891
$45,000
$45,000
$45,000
5,202
5,489
$0
$0
$5,119
$45,000
$45,000
$45,000
$45,000
$45,000
$45,000
20,288
0
$9,434
$6,441
3,398
$45,000
19,163
0
2,510
$45,000
$45,000
9,821
12,947
$3,942
$45,000
$45,000
$45,000
$45,000
$45,000
$45,000
8,318
24,290
$7,700
$45,000
0
$5,422
$45,000
$134
$45,000
$45,000
$45,000
$20,131
$45,000
$8,910
$45,000
0
$5,269
$45,000
10,421
$45,000
$15,495
8,567
$45,000
$45,000
$45,000
$45,000
0
$45,000
$14,597
7,998
$45,000
$45,000
$45,000
$0
$0
$45,000
$45,000
$31,693
$12,673
$45,000
$45,000
$202
$8,379
$0
$45,000
$45,000
$7,880
34,340
0
$21,821
2,402
$45,000
$0
$45,000
$0
$0
$45,000
$45,000
13,437
11,425
0
4,075
$45,000
$45,000
$45,000
$45,000
$0
$45,000
$45,000
$45,000
$0
$13,131
$7,946
11,635
$9,144
$4,029
$45,000
$0
$45,000
$10,025
0
$45,000
$45,000
$45,000
$8,248
0
$0
18,673
$0
$45,000
$14,756
$45,000
$45,000
$18,439
$4,205
$28,192
16,787
19,094
$12,540
$45,000
$10,802
$45,000
$0
15,290
$45,000
$45,000
$865
$45,000
$45,000
$45,000
14,929
$45,000
$27,811
$45,000
20,793
$45,000
$45,000
$45,000
$15,963
$45,000
4,622
$45,000
$45,000
$30,464
$0
27,097
$45,000
$45,000
$45,000
$45,000
$10,625
$45,000
$393
$45,000
$45,000
12,376
$45,000
$45,000
$10,844
31,000
$11,214
$19,313
5,936
$45,000
16,407
$45,000
$45,000
12,080
14,962
$0
16,385
$0
5,869
$45,000
$45,000
$45,000
8,155
$45,000
$7,625
$45,000
$12,129
427
$45,000
$45,000
14,716
$5,313
$45,000
$7,834
$45,000
$45,000
$45,000
$45,000
$45,000
$45,000
$45,000
$18,790
$45,000
$17,653
$6,260
$45,000
$45,000
10,511
$45,000
$45,000
$45,000
$0
$45,000
$45,000
$45,000
$45,000
26,890
0
$45,000
0
$45,000
$0
$45,000
$45,000
$0
3,597
16,599
$9,801
12,000
450,000
$45,000
$45,000
$45,000
$45,000
35,939
$45,000
$45,000
$45,000
$45,000
$45,000
1,767
10,431
8,731
$20,568
$45,000
$45,000
$45,000
$45,000
$45,000
6,072
0
$21,212
0
23,213
$45,000
$45,000
17,199
$45,000
19,742
$24,822
$45,000
$45,000
$45,000
$45,000
$45,000
$45,000
$45,000
$45,000
$45,000
9,510
$45,000
11,271
0
$45,000
$19,536
12,395
$45,000
$2,925
$45,000
$11,502
0
$45,000
15,588
$45,000
9,893
$45,000
9,362
$6,574
$4,023
2,086
$45,000
$45,000
$45,000
$45,000
20,237
$10,483
1,387
0
12,822
$15,302
12,815
$45,000
$45,000
$13,833
$45,000
13,254
$21,700
7,408
$45,000
$45,000
16,872
$45,000
$45,000
$10,127
$45,000
$45,000
$0
0
9,558
1,909
$45,000
$17,120
$0
$45,000
$27,810
25,143
30,314
$14,354
$45,000
$45,000
8,754
$45,000
1,653
$45,000
$45,000
$0
$45,000
$45,000
6,772
$45,000
0
$45,000
$45,000
$45,000
$12,172
$45,000
$45,000
24,676
$45,000
$14,718
20,195
9,683
$45,000
$50,009
$45,000
$0
0
$45,000
19,843
$45,000
$45,000
$10,822
$0
6,782
$45,000
$45,000
$25,583
0
4,614
$45,000
$6,160
$45,000
$45,000
$45,000
$45,000
$0
$45,000
$45,000
29,636
$17,547
$45,000
$45,000
19,403
14,286
6,500
5,496
3,700
$45,000
$45,000
$45,000
$45,000
$9,809
$45,000
$11,811
$45,000
$0
$30,950
$11,566
$5,271
14,400
16,173
$8,404
$7,816
$45,000
$45,000
$45,000
5,761
$45,000
$1,785
23,060
$17,109
$45,000
$45,000
$45,000
17,817
29,778
458
0
$22,321
$45,000
$45,000
$45,000
$45,000
$6,021
$45,000
$45,000
$4,174
$45,000
$45,000
$30,812
$45,000
$45,000
$45,000
$26,700
$2,654
$28,409
20,158
$0
$45,000
$45,000
$45,000
$45,000
60
$45,000
$45,000
$45,000
0
$45,000
$45,000
$45,000
$551
$45,000
$45,000
$23,674
$45,000
3,375
$4,330
$45,000
$45,000
$45,000
$8,453
$18,256
$20,792
$45,000
$45,000
$45,000
$45,000
$45,000
$45,000
$45,000
$45,000
3,062
0
$45,000
4,618
$7,508
$6,464
$45,000
$8,679
$45,000
4,855
3,251
18,431
$3,106
29,453
$45,000
$890
$0
$3,036
$45,000
$45,000
13,270
$15,287
11,300
10,236
$45,000
$45,000
20,877
$45,000
$45,000
$4,898
$45,000
$45,000
16,245
$0
$45,000
$45,000
$45,000
$45,000
$0
$19,280
$18,079
$27,951
$45,000
$10,333
12,038
$45,000
$4,001
0
$45,000
$45,000
$45,000
$16,962
6,286
8,144
$45,000
$9,385
$45,000
$45,000
$45,000
17,394
10,297
$45,000
3,760
$45,000
$7,937
7,600
$45,000
11,505
$20,354
$45,000
$45,000
15,616
$45,000
$45,000
$45,000
$45,000
$45,000
$17,446
$17,432
$45,000
$8,177
24,855
$45,000
$0
13,478
21,726
$8,381
$45,000
11,879
20,020
$4,303
$45,000
$45,000
$45,000
$22,982
9,350
$45,000
$45,000
$45,000
$45,000
28,610
$45,000
22,399
$12,767
$45,000
$45,000
$45,000
1,045
$0
$45,000
9,463
$45,000
$2,258
$45,000
$45,000
$0
$45,000
$4,054
$45,000
$45,000
$45,000
$45,000
$45,000
1,087
$6,508
$45,000
$18,907
8,110
$45,000
$45,000
$45,000
17,416
$45,000
$45,000
1,294
$45,000
$14,158
$23,475
$45,000
7,486
8,461
$18,041
$45,000
$45,000
6,452
$45,000
$45,000
$45,000
$45,000
$45,000
$3,408
0
$45,000
$45,000
$45,000
$45,000
$45,000
$45,000
19,010
$28,236
0
$45,000
$0
647
22,962
$45,000
$3,240
$45,000
$45,000
$45,000
$12,621
$45,000
6,766
$45,000
$45,000
0
$45,000
$21,240
$45,000
1,238
$7,516
$11,948
$45,000
0
