$5,102
7,728
$11,504
$9,865
51
26,691
10,215
51
$11,662
0
$16,021
23,036
51
29,233
$5,441
0
19,533
8,175
31,217
$4,305
1,051
$12,977
$7,847
$2,833
15,404
51
0
51
11,607
51
10,616
$12,940
51
$17,138
$8,892
$1,565
$0
3,554
20,899
0
20,719
51
$18,046
9,188
10,276
$19,777
20,517
14,860
3,368
51
17,664
8,918
12,498
$21,146
5,831
10,945
51
31,399
$6,105
32,460
0
$27,047
$27,672
$9,453
$190
9,148
51
7,148
12,124
3,645
36,802
$7,435
18,910
12,290
14,766
$5,949
$0
24,163
11,306
3,146
4,613
51
$16,742
51
$10,055
$3,042
16,118
$10,990
51
$17,553
$8,806
$5,414
$17,093
$10,914
560
$11,320
8,961
20,423
11,194
$33,516
8,317
4,922
20,304
$11,250
$24,569
$16,834
$2,316
51
11,166
$7,564
$32,159
$0
7,787
14,677
2,051
51
$4,816
51
0
$13,239
7,293
51
$45,000
$4,527
$6,548
$14,015
$9,697
51
51
12,040
14,316
$7,658
$5,518
8,411
51
51
$2,940
51
$27,079
51
$0
7,102
$7,117
$3,739
9,090
$4,497
$24,272
51
$3,278
$116
$14,095
19,862
4,993
$25,182
15,539
13,296
18,778
51
$17,316
51
$2,094
51
$1,864
22,960
$1,917
$21,044
$16,193
$8,989
51
51
$9,096
23,137
$2,441
5,073
15,040
$0
$21,092
$21,694
5,104
51
51
23,105
0
32,456
$6,080
51
51
0
16,555
0
14,483
$0
3,368
3,811
51
5,557
15,261
$21,159
51
51
$25,016
$13,525
1,800
10,570
$9,589
$18,163
$9,517
$28,447
$18,784
21,511
13,680
51
$7,248
9,882
51
$24,647
51
0
6,760
$17,929
$6,939
51
9,425
$13,120
$18,183
$0
14,156
51
11,370
0
$23,348
51
10,212
$0
$9,354
$18,375
51
0
51
51
51
$3,715
27,553
8,480
0
$1,644
$3,731
$9,443
$15,447
$9,267
$8,191
17,304
12,987
$11,564
$5,638
$0
1,492
$0
$6,359
$12,639
$10,080
51
16,427
5,531
51
51
51
51
19,977
16,169
6,884
1,125
143
$12,559
51
51
14,818
3,368
13,942
$11,870
51
8,493
10,556
$22,009
2,326
$6,966
12,354
17,039
9,362
51
$11,403
17,457
14,094
7,865
$0
$0
5,201
4,093
$0
51
20,406
$0
10,914
$0
$3,394
51
0
15,797
2,225
6,810
18,843
$16,633
5,035
3,368
51
8,572
$9,893
13,935
$4,125
$0
$31,456
$4,994
9,698
0
$9,726
51
$1,841
$1,338
$0
$18,289
$6,649
$3,805
0
0
27,293
7,629
8,402
51
0
51
$0
15,821
51
$30,364
0
$18,331
26,107
8,818
$12,011
$16,913
1,277
6,905
51
0
$10,927
$20,943
782
8,264
25,987
13,263
$5,319
$14,276
51
$27,391
$18,284
$8,003
$2,839
17,676
$22,587
$5,915
$8,525
$9,704
51
13,799
$15,940
5,498
51
$0
$21,940
51
51
51
30,121
51
51
$29,579
51
$14,901
51
51
4,450
$14,086
$19,768
22
51
$1,107
2,068
12,692
5,435
$25,973
$1,928
$4,944
$33,753
$1,918
$0
$13,679
20,401
$23,171
51
51
0
0
51
11,210
51
$5,532
9,648
51
12,175
125
25,125
51
6,775
18,201
$13,241
3,368
$0
11,514
51
$6,151
5,025
51
51
1,873
0
19,150
51
51
15,135
31,000
$11,043
16,346
51
$10,329
5,886
51
51
8,849
23,766
$9,277
25,062
$1,137
3,793
$19,353
$19,244
51
$0
23,067
51
0
51
13,752
51
$21,511
14,133
$11,625
$15,557
27,877
$0
0
51
51
51
$9,775
0
51
3,368
$2,056
1,187
$0
9,164
51
4,403
9,980
$13,053
$0
$16,754
25,807
51
$21,271
26,623
51
$18,101
51
51
